TRD_DD,ISU_SRT_CD,ADJ_FACTOR
007980,TP,7.531007751937984496124031008
007980,TP,128.5333333333333333333333333
007980,TP,7.531007751937984496124031008
008040,사조동아원,
008040,사조동아원,-181.3333333333333333333333333
008040,사조동아원,-78.71428571428571428571428571
008040,사조동아원,-181.3333333333333333333333333
008060,대덕,
008060,대덕,-46.35294117647058823529411765
008060,대덕,-57.28571428571428571428571429
008060,대덕,-46.35294117647058823529411765
00806K,대덕1우,
00806K,대덕1우,-216
00806K,대덕1우,21.73684210526315789473684211
00806K,대덕1우,-216
008110,대동전자,
008110,대동전자,
008110,대동전자,
008110,대동전자,
008250,이건산업,
008250,이건산업,-34.4
008250,이건산업,515
008250,이건산업,-34.4
008260,NI스틸,
008260,NI스틸,145.2
008260,NI스틸,362
008260,NI스틸,145.2
008290,원풍물산,
008290,원풍물산,120
008290,원풍물산,-31
008290,원풍물산,120
008350,남선알미늄,
008350,남선알미늄,-1187
008350,남선알미늄,-63.47368421052631578947368421
008350,남선알미늄,-1187
008355,남선알미우,
008355,남선알미우,185.5714285714285714285714286
008355,남선알미우,-1300
008355,남선알미우,185.5714285714285714285714286
008370,원풍,
008370,원풍,-89.3
008370,원풍,-43.52380952380952380952380952
008370,원풍,-89.3
008420,문배철강,
008420,문배철강,-457
008420,문배철강,-58.125
008420,문배철강,-457
008470,부스타,
008470,부스타,-87.22222222222222222222222222
008470,부스타,260.6666666666666666666666667
008470,부스타,-87.22222222222222222222222222
008490,서흥,
008490,서흥,5.128205128205128205128205128
008490,서흥,5.666666666666666666666666667
008490,서흥,5.128205128205128205128205128
008500,일정실업,
008500,일정실업,-60.73684210526315789473684211
008500,일정실업,-10.94827586206896551724137931
008500,일정실업,-60.73684210526315789473684211
008600,윌비스,
008600,윌비스,-369
008600,윌비스,-42
008600,윌비스,-369
008700,아남전자,
008700,아남전자,-282.2
008700,아남전자,-38.13157894736842105263157895
008700,아남전자,-282.2
008730,율촌화학,
008730,율촌화학,133
008730,율촌화학,-36
008730,율촌화학,133
008770,호텔신라,
008770,호텔신라,196.8
008770,호텔신라,-99.4
008770,호텔신라,196.8
008775,호텔신라우,
008775,호텔신라우,-144
008775,호텔신라우,-109
